name
ROLE_ANONYMOUS
ROLE_JUNIOR_EXECUTIVE
ROLE_IT_OPERATOR
ROLE_PRODUCTION_MANAGER
ROLE_SHIFT_IN_CHARGE
ROLE_SUPERVISOR
ROLE_WORKER
ROLE_HELPER
ROLE_COLD_STORAGE_MANAGER
ROLE_COLD_STORAGE_SUPERVISOR
ROLE_PLANT_ENGINEER
ROLE_ELECTRICIAN
ROLE_OPERATOR
ROLE_HR_ADMIN_EXECUTIVE
ROLE_DELIVERY_MAN
ROLE_OFFICE_ASSISTANT
ROLE_MICROBIOLOGIST
ROLE_QA_EXECUTIVE
